coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature
KS-505,"Overland Park, Shawnee/Johnson County CoC",168.0,130.0,38.0,69.0,99.0,100.0,13.0,49.0,4.0,337941,328372,9569,599045,3473.0,3334.0,139.0,74892.0,195093.41133851698,283098.964993459,54.68
KS-507,Kansas Balance of State CoC,918.0,757.0,161.0,530.0,379.0,638.0,117.0,126.0,2.0,733193,709988,23205,1456821,17766.0,14891.0,2875.0,43687.69282156147,57230.8838624827,105696.88566693908,54.68
KY-500,Kentucky Balance of State CoC,2077.0,1385.0,692.0,1180.0,892.0,1711.0,71.0,237.0,8.0,1480823,1415654,65169,3372970,56902.0,51228.0,5674.0,39207.81347328912,54311.16920584755,116561.83992797653,55.620000000000005
KY-501,Louisville-Jefferson County CoC,926.0,773.0,153.0,621.0,300.0,424.0,39.0,425.0,0.0,399913,384200,15713,768706,21597.0,18357.0,3240.0,52081.0,79557.49652147476,159363.79884154428,55.62
KY-502,Lexington-Fayette County CoC,685.0,662.0,23.0,473.0,210.0,481.0,32.0,173.0,4.0,174189,168551,5638,322597,6285.0,5719.0,566.0,49847.0,110957.53620304528,182462.32573424993,55.620000000000005
MA-500,Boston CoC,6188.0,6025.0,163.0,3226.0,2940.0,2234.0,2190.0,2790.0,53.0,457696,443490,14206,804023,54012.0,50231.0,3781.0,80916.0,356432.27420804556,534381.3520923059,48.14
MA-502,Lynn CoC,1061.0,1019.0,42.0,457.0,590.0,775.0,62.0,193.0,8.0,430237,415008,15229,788823,20600.0,18952.0,1648.0,66196.0,295907.62139591353,435892.4238576233,48.14
MA-503,Cape Cod Islands CoC,358.0,319.0,39.0,183.0,175.0,264.0,47.0,61.0,5.0,126041,120418,5623,231238,3703.0,3306.0,397.0,72911.02376771985,311845.80255878007,454622.70302945445,48.14
MA-504,Springfield/Hampden County CoC,3368.0,3324.0,44.0,1496.0,1872.0,2603.0,2428.0,468.0,8.0,231786,220751,11035,468075,20440.0,19213.0,1227.0,51183.0,144604.16272820986,208935.42114748305,48.14
MA-505,New Bedford CoC,409.0,360.0,49.0,205.0,204.0,241.0,110.0,112.0,0.0,304879,291498,13381,564780,15153.0,14395.0,758.0,53044.0,222870.90187379112,319456.14561421814,48.14
MA-506,Worcester City & County CoC,1852.0,1682.0,170.0,978.0,869.0,1347.0,867.0,459.0,17.0,451479,434968,16511,828644,18587.0,18029.0,558.0,55971.0,193300.11690589553,288047.7605951842,48.14000000000001
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",651.0,597.0,54.0,397.0,252.0,528.0,197.0,102.0,2.0,198370,191461,6909,357994,7930.0,7429.0,501.0,53866.48702492221,159436.3680021559,241011.65399267623,48.14
MA-509,Cambridge CoC,561.0,482.0,79.0,375.0,181.0,335.0,104.0,200.0,5.0,924241,898422,25819,1608509,33357.0,31355.0,2002.0,82826.0,339416.84130789153,526645.5946372297,48.14
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1090.0,1068.0,22.0,520.0,570.0,559.0,231.0,520.0,3.0,284693,274377,10316,518888,9248.0,8878.0,370.0,66219.0,271357.0813535122,389353.249847325,48.14
MA-515,Fall River CoC,377.0,345.0,32.0,183.0,194.0,223.0,135.0,142.0,0.0,304879,291498,13381,564780,15153.0,14395.0,758.0,53044.0,222870.90187379112,319456.14561421814,48.14
MA-519,"Attleboro, Taunton/Bristol County CoC",208.0,166.0,42.0,111.0,97.0,140.0,41.0,63.0,1.0,304879,291498,13381,564780,15153.0,14395.0,758.0,53044.0,222870.90187379112,319456.14561421814,48.14
MD-502,Harford County CoC,190.0,169.0,21.0,99.0,90.0,97.0,16.0,89.0,0.0,142173,137414,4759,253884,3149.0,1826.0,1323.0,57839.0,174270.1606680412,273848.4675087408,54.61
MD-503,Annapolis/Anne Arundel County CoC,366.0,280.0,86.0,233.0,132.0,196.0,18.0,141.0,4.0,317971,308136,9835,575641,6012.0,5230.0,782.0,66510.0,231123.1127385494,344167.97221515665,54.61
MD-504,Howard County CoC,168.0,125.0,43.0,91.0,77.0,72.0,13.0,80.0,4.0,189214,183944,5270,322895,3705.0,3186.0,519.0,76499.0,289275.5800881438,439405.472664075,54.61
MD-505,Baltimore County CoC,758.0,472.0,286.0,419.0,337.0,268.0,12.0,464.0,2.0,457801,440676,17125,828547,11940.0,10268.0,1672.0,59695.0,146769.79301720983,236104.31911404408,54.61
MD-506,Carroll County CoC,173.0,151.0,22.0,94.0,79.0,125.0,6.0,35.0,0.0,96786,93880,2906,168421,1383.0,1272.0,111.0,61328.0,216316.2692943289,319167.33979623043,54.61000000000001
MD-509,Frederick City & County CoC,316.0,232.0,84.0,233.0,83.0,174.0,44.0,107.0,3.0,135693,131303,4390,255698,2333.0,2193.0,140.0,61728.0,215941.7153540102,323090.71659367357,54.61
MD-511,Mid-Shore Regional CoC,141.0,111.0,30.0,76.0,64.0,68.0,2.0,64.0,0.0,64717,62196,2521,121754,1682.0,1471.0,211.0,54813.175854592046,113372.76881177374,214049.23694828813,54.60999999999999
MD-513,"Wicomico, Somerset, Worcester Counties CoC",292.0,260.0,32.0,176.0,116.0,127.0,4.0,159.0,0.0,86679,81585,5094,180975,2801.0,2387.0,414.0,43378.367199889486,89291.0738324502,170040.51783269827,54.61
MD-601,Montgomery County CoC,840.0,707.0,133.0,481.0,356.0,254.0,166.0,493.0,16.0,564403,547810,16593,1048794,12499.0,11999.0,500.0,86316.0,274777.7661475721,452529.9075594473,54.61
ME-500,Maine Balance of State CoC,2516.0,2418.0,98.0,1329.0,1174.0,2041.0,110.0,293.0,8.0,703139,681336,21803,1340123,26442.0,24359.0,2083.0,48593.69475413824,132882.44857403016,205483.23115165965,43.09
MI-500,Michigan Balance of State CoC,1413.0,1213.0,200.0,721.0,690.0,1168.0,83.0,123.0,1.0,892785,848853,43932,1941960,23587.0,22003.0,1584.0,40388.48807132999,45913.05918525384,107882.99508252443,46.64
MI-501,Detroit CoC,1769.0,1611.0,158.0,1156.0,609.0,175.0,30.0,1554.0,0.0,808388,766155,42233,1755868,42832.0,38977.0,3855.0,42635.0,21547.96335143557,87356.44277685997,46.64
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",211.0,198.0,13.0,107.0,104.0,80.0,0.0,112.0,3.0,808388,766155,42233,1755868,42832.0,38977.0,3855.0,42635.0,21547.96335143557,87356.44277685997,46.64
MI-503,"St. Clair Shores, Warren/Macomb County CoC",270.0,242.0,28.0,152.0,118.0,144.0,7.0,114.0,2.0,451838,433446,18392,872089,9163.0,8429.0,734.0,46350.0,91630.36563390798,163246.64580295337,46.64
MI-504,"Pontiac, Royal Oak/Oakland County CoC",427.0,356.0,71.0,243.0,184.0,124.0,9.0,288.0,3.0,682269,659290,22979,1257472,12645.0,11380.0,1265.0,71324.0,137316.55810922428,239724.08610983883,46.64
MI-505,Flint/Genesee County CoC,438.0,338.0,100.0,261.0,177.0,114.0,31.0,252.0,0.0,180835,171833,9002,406626,6284.0,5655.0,629.0,40495.0,22736.223532651646,96063.58606878867,46.64
MI-506,"Grand Rapids, Wyoming/Kent County CoC",723.0,675.0,48.0,419.0,304.0,327.0,84.0,344.0,9.0,360213,349395,10818,653636,10902.0,10465.0,437.0,52153.0,130503.27085079823,200322.58041259274,46.64
MI-507,"Portage, Kalamazoo City & County CoC",567.0,514.0,53.0,315.0,252.0,177.0,45.0,354.0,0.0,133827,129212,4615,265120,4101.0,3854.0,247.0,47968.0,83258.45760883328,155790.64211961624,46.64
MI-508,"Lansing, East Lansing/Ingham County CoC",419.0,380.0,39.0,253.0,165.0,188.0,53.0,189.0,0.0,151380,145837,5543,291267,6199.0,5765.0,434.0,39912.0,56518.82135239744,123087.70125841722,46.64
MI-509,Washtenaw County CoC,282.0,255.0,27.0,184.0,96.0,118.0,10.0,133.0,0.0,196277,190241,6036,370548,5899.0,5368.0,531.0,58667.0,158124.67365235163,270210.59430467547,46.63999999999999
MI-510,Saginaw City & County CoC,357.0,345.0,12.0,161.0,195.0,130.0,21.0,206.0,0.0,87179,83005,4174,190841,4124.0,3876.0,248.0,39289.0,23727.220787943257,80667.0536849973,46.64
MI-511,Lenawee County CoC,117.0,117.0,0.0,59.0,58.0,80.0,13.0,24.0,0.0,46891,44971,1920,98118,609.0,584.0,25.0,39559.0,59966.58887298022,133569.78436510992,46.64000000000001
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",235.0,212.0,23.0,156.0,78.0,200.0,8.0,8.0,0.0,86385,82573,3812,173110,990.0,913.0,77.0,49786.46983420946,103789.62298901769,197811.18904841406,46.63999999999999
MI-514,Battle Creek/Calhoun County CoC,236.0,195.0,41.0,172.0,64.0,130.0,8.0,82.0,0.0,63142,60463,2679,133858,2534.0,2331.0,203.0,39189.0,33697.92880414891,88614.61593311733,46.64
MI-515,Monroe City & County CoC,209.0,199.0,10.0,110.0,99.0,139.0,8.0,53.0,2.0,76040,72832,3208,150218,1908.0,1793.0,115.0,47091.0,87181.32157714955,164055.6414120849,46.64
MI-516,"Norton Shores, Muskegon City & County CoC",159.0,125.0,34.0,102.0,57.0,72.0,8.0,72.0,2.0,78109,74516,3593,173719,2514.0,2338.0,176.0,38141.0,51776.2199923071,120862.20178064774,46.64
MI-517,Jackson City & County CoC,81.0,72.0,9.0,40.0,41.0,45.0,0.0,29.0,0.0,74579,71622,2957,158594,2516.0,2415.0,101.0,39359.0,55344.528103990415,125725.2245727268,46.64
MI-518,Livingston County CoC,90.0,78.0,12.0,40.0,49.0,80.0,2.0,5.0,0.0,104525,101074,3451,191259,398.0,378.0,20.0,57832.0,162903.36074561742,252914.46193636983,46.64
MI-519,Holland/Ottawa County CoC,226.0,210.0,16.0,131.0,95.0,185.0,44.0,24.0,5.0,161039,156454,4585,289578,1041.0,999.0,42.0,48391.0,147403.51947668922,212517.53751847582,46.64
MI-523,Eaton County CoC,122.0,117.0,5.0,59.0,63.0,99.0,10.0,14.0,0.0,57269,55258,2011,109684,1033.0,960.0,73.0,42326.0,92958.23137006989,158249.15448019112,46.64
MN-500,Minneapolis/Hennepin County CoC,3013.0,2609.0,404.0,1715.0,1284.0,669.0,183.0,1816.0,41.0,706043,687099,18944,1258021,26041.0,24218.0,1823.0,74461.0,187162.20475222857,280487.66466789134,42.98
MN-501,St. Paul/Ramsey County CoC,1424.0,1295.0,129.0,845.0,577.0,388.0,115.0,828.0,51.0,289445,281073,8372,548900,15421.0,14804.0,617.0,53728.0,165678.23420611053,235618.32178313678,42.98
MN-502,Rochester/Southeast Minnesota CoC,497.0,431.0,66.0,209.0,287.0,297.0,93.0,134.0,8.0,380564,369159,11405,676628,9889.0,9011.0,878.0,49642.59871746366,112628.97668128299,181447.84785352458,42.98
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",625.0,413.0,212.0,311.0,314.0,388.0,41.0,155.0,5.0,724331,704203,20128,1289389,9787.0,9354.0,433.0,60389.738683981326,196655.26553252782,279531.13850511657,42.98
MN-504,Northeast Minnesota CoC,90.0,47.0,43.0,48.0,42.0,74.0,2.0,2.0,0.0,61614,58436,3178,125267,1943.0,1761.0,182.0,43818.89751490816,71608.12688951452,145260.29822409907,42.98
MN-505,St. Cloud/Central Minnesota CoC,584.0,479.0,105.0,274.0,306.0,322.0,21.0,83.0,4.0,406486,391147,15339,752839,6902.0,6313.0,589.0,46092.66758629667,134465.05083001612,206467.57679102456,42.98
MN-506,Northwest Minnesota CoC,274.0,266.0,8.0,132.0,142.0,134.0,18.0,3.0,0.0,88059,83950,4109,165383,3220.0,2657.0,563.0,45641.36125236572,66233.3809776024,145217.0629562817,42.98
MN-508,Moorhead/West Central Minnesota CoC,246.0,240.0,6.0,130.0,116.0,135.0,45.0,32.0,1.0,133208,128584,4624,245164,4314.0,3787.0,527.0,46342.97953206833,105451.58389580392,184042.7718309254,42.98
MN-511,Southwest Minnesota CoC,65.0,65.0,0.0,35.0,30.0,53.0,16.0,9.0,0.0,150504,145440,5064,268602,4544.0,3770.0,774.0,48887.17738885042,62569.62348973005,130809.92571577738,42.98
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",532.0,370.0,162.0,242.0,290.0,392.0,15.0,110.0,1.0,45823,44440,1383,92405,1505.0,1209.0,296.0,40929.19405876305,90068.67117085612,184343.66802692306,54.7
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",479.0,282.0,197.0,243.0,235.0,377.0,22.0,63.0,1.0,209025,203652,5373,417883,3032.0,2793.0,239.0,42239.911996898656,86986.77234827801,148028.49557676274,54.7
MO-602,"Joplin/Jasper, Newton Counties CoC",275.0,220.0,55.0,178.0,97.0,220.0,12.0,30.0,0.0,83428,81086,2342,178582,2269.0,2138.0,131.0,40371.112547737175,57819.60425572355,113763.64997855714,54.7
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",204.0,174.0,30.0,111.0,93.0,128.0,28.0,53.0,0.0,58828,57133,1695,118242,2246.0,2016.0,230.0,38004.13568782666,47810.58387937493,107393.8845700781,54.7
MO-606,Missouri Balance of State CoC,1345.0,983.0,362.0,682.0,661.0,939.0,63.0,301.0,1.0,1147069,1109211,37858,2449295,27921.0,24186.0,3735.0,38780.31332975407,62666.28300741024,124497.64522214328,54.7
MS-500,"Jackson/Rankin, Madison Counties CoC",446.0,309.0,137.0,298.0,129.0,171.0,19.0,229.0,9.0,267572,255882,11690,570350,10526.0,9546.0,980.0,44721.71238362409,64342.51493479969,130148.01378003543,63.5
MS-501,Mississippi Balance of State CoC,560.0,297.0,263.0,322.0,237.0,241.0,10.0,309.0,1.0,789122,749422,39700,1889618,34375.0,32233.0,2142.0,36206.6339868693,52076.4155550128,105066.29530081416,63.5
MS-503,Gulf Port/Gulf Coast Regional CoC,346.0,125.0,221.0,209.0,136.0,198.0,14.0,125.0,2.0,201650,191097,10553,494281,10148.0,10103.0,45.0,36520.46644924648,63081.938262970696,127941.81025220845,63.5
MT-500,Montana Statewide CoC,1405.0,1032.0,373.0,837.0,559.0,956.0,100.0,38.0,2.0,533821,513858,19963,1061818,13812.0,11768.0,2044.0,48020.92793209382,161857.83810809808,249236.77776149454,44.18
NC-500,Winston-Salem/Forsyth County CoC,440.0,407.0,33.0,316.0,123.0,158.0,18.0,262.0,1.0,184272,177103,7169,379196,7741.0,6889.0,852.0,47037.0,75494.00073482041,147335.0106194618,58.699999999999996
NC-501,Asheville/Buncombe County CoC,554.0,497.0,57.0,414.0,138.0,352.0,16.0,164.0,3.0,137044,132876,4168,259726,4305.0,3745.0,560.0,48819.0,183909.14330052628,277009.9396632621,58.7
NC-502,Durham City & County CoC,338.0,285.0,53.0,233.0,104.0,90.0,15.0,235.0,0.0,166378,160424,5954,317478,5367.0,4991.0,376.0,49557.0,147774.59392534607,231956.15153409133,58.7
NC-503,North Carolina Balance of State CoC,2991.0,2023.0,968.0,1764.0,1223.0,1691.0,145.0,1129.0,13.0,2294698,2198114,96584,5181166,62963.0,56600.0,6363.0,40047.4597048232,76815.55669538018,151450.41679519444,58.699999999999996
NC-504,"Greensboro, High Point CoC",657.0,545.0,112.0,435.0,221.0,148.0,27.0,478.0,3.0,258386,247437,10949,533244,9697.0,9309.0,388.0,45234.0,64021.43049876634,147011.76947411362,58.7
NC-505,Charlotte/Mecklenburg County CoC,1668.0,1459.0,209.0,956.0,705.0,292.0,77.0,1311.0,10.0,602435,579347,23088,1095911,8937.0,9115.0,-178.0,60804.0,150678.23876891469,236820.7158866645,58.7
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",333.0,206.0,127.0,240.0,93.0,208.0,10.0,103.0,0.0,199819,191216,8603,431758,4629.0,3719.0,910.0,44312.304077747256,145134.6229554779,239880.16911661476,58.7
NC-507,Raleigh/Wake County CoC,983.0,791.0,192.0,608.0,373.0,270.0,41.0,654.0,10.0,577250,557244,20006,1092202,7285.0,7066.0,219.0,60330.0,188725.68969200877,297903.51236095576,58.7
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",331.0,205.0,126.0,207.0,124.0,179.0,17.0,133.0,1.0,196799,189140,7659,404789,4386.0,4450.0,-64.0,40324.18074107745,70799.15016587493,147299.96650840424,58.7
NC-511,Fayetteville/Cumberland County CoC,372.0,147.0,225.0,217.0,151.0,90.0,26.0,240.0,0.0,125817,119228,6589,334495,3872.0,3678.0,194.0,37919.0,48007.68774693317,116248.79683202598,58.7
NC-513,Chapel Hill/Orange County CoC,152.0,113.0,39.0,112.0,39.0,68.0,8.0,70.0,0.0,76517,73979,2538,148029,1206.0,1037.0,169.0,62393.0,162684.9592151219,288976.8156368828,58.7
NC-516,Northwest North Carolina CoC,449.0,140.0,309.0,226.0,222.0,425.0,77.0,22.0,0.0,96563,92916,3647,213364,2724.0,2636.0,88.0,36174.61242758854,84682.385752997,163487.5206200083,58.7
ND-500,North Dakota Statewide CoC,542.0,494.0,48.0,323.0,218.0,344.0,97.0,76.0,2.0,378691,369985,8706,690115,12560.0,9814.0,2746.0,56857.65891626758,121115.56485335964,190971.7907212842,40.8
NE-500,Nebraska Balance of State CoC,559.0,524.0,35.0,303.0,255.0,457.0,94.0,50.0,0.0,452884,440125,12759,837955,11740.0,10115.0,1625.0,47550.357296036185,67125.28279998987,133371.37534020378,49.88000000000001
NE-501,"Omaha, Council Bluffs CoC",1411.0,1347.0,64.0,933.0,478.0,854.0,154.0,431.0,19.0,442081,428804,13277,844074,12929.0,11530.0,1399.0,58094.952492317025,111883.86408340157,183688.09199196714,49.687369614512484
NE-502,Lincoln CoC,451.0,406.0,45.0,248.0,203.0,274.0,62.0,118.0,1.0,176561,171912,4649,316372,4499.0,4229.0,270.0,49449.0,129601.73233623857,190772.5286095608,49.88
NH-500,New Hampshire Balance of State CoC,742.0,620.0,122.0,422.0,318.0,668.0,15.0,39.0,4.0,528003,514340,13663,940147,13333.0,12626.0,707.0,61640.072641831546,176254.38684908111,263768.40820355975,44.49
NH-501,Manchester CoC,427.0,401.0,26.0,219.0,207.0,333.0,64.0,34.0,2.0,239623,233073,6550,414917,7946.0,7548.0,398.0,60760.0,204753.39704102243,292083.8917471349,44.49
NH-502,Nashua/Hillsborough County CoC,281.0,275.0,6.0,182.0,99.0,231.0,29.0,18.0,12.0,239623,233073,6550,414917,7946.0,7548.0,398.0,60760.0,204753.39704102243,292083.8917471349,44.49
NJ-500,Atlantic City & County CoC,437.0,306.0,131.0,323.0,112.0,215.0,66.0,204.0,6.0,123520,116516,7004,263994,7271.0,6689.0,582.0,48110.0,89697.45654168352,174006.60282468598,51.93
NJ-501,Bergen County CoC,354.0,331.0,23.0,184.0,169.0,209.0,100.0,108.0,24.0,493894,477681,16213,932897,10193.0,10804.0,-611.0,85191.0,316628.01356093073,457147.48887596716,51.93
NJ-502,Burlington County CoC,840.0,784.0,56.0,416.0,422.0,318.0,93.0,435.0,4.0,236181,227635,8546,445429,1651.0,1584.0,67.0,61140.0,130396.3889186036,222678.81356929266,51.93
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",999.0,854.0,145.0,623.0,374.0,445.0,170.0,508.0,14.0,527254,501406,25848,1041317,20801.0,19717.0,1084.0,52162.499248547756,96514.76702802314,183299.5243426465,51.93
NJ-504,Newark/Essex County CoC,2228.0,1832.0,396.0,1238.0,977.0,453.0,344.0,1721.0,6.0,379747,360905,18842,800530,34837.0,31353.0,3484.0,63521.0,197906.51876685335,366938.4551054912,51.93
NJ-506,"Jersey City, Bayonne/Hudson County CoC",860.0,617.0,243.0,592.0,266.0,381.0,264.0,448.0,8.0,370381,356625,13756,672390,23943.0,22506.0,1437.0,65090.0,240495.46752491107,403819.3741643084,51.93000000000001
NJ-507,New Brunswick/Middlesex County CoC,597.0,466.0,131.0,340.0,257.0,316.0,204.0,261.0,4.0,450549,434819,15730,825677,9525.0,9715.0,-190.0,60547.0,203504.57444845547,316342.75366497895,51.93
NJ-508,Monmouth County CoC,335.0,263.0,72.0,213.0,121.0,162.0,82.0,146.0,4.0,337138,325256,11882,620859,10492.0,9757.0,735.0,79249.0,255157.1145726789,410915.1105317844,51.93
NJ-509,Morris County CoC,398.0,363.0,35.0,230.0,167.0,234.0,85.0,146.0,8.0,263758,255505,8253,493084,3692.0,3692.0,0.0,97244.0,275389.5542002731,424364.3183148417,51.93
NJ-510,Lakewood Township/Ocean County CoC,354.0,252.0,102.0,177.0,174.0,243.0,50.0,89.0,0.0,282342,270779,11563,601649,5660.0,5546.0,114.0,51725.0,172964.68198107617,284163.3331471671,51.93
NJ-511,Paterson/Passaic County CoC,434.0,322.0,112.0,244.0,190.0,216.0,188.0,187.0,0.0,248727,236540,12187,503192,11854.0,10787.0,1067.0,49167.0,209190.72307638635,314045.81824341667,51.93
NJ-512,Salem County CoC,49.0,44.0,5.0,26.0,23.0,13.0,8.0,36.0,0.0,29880,28308,1572,62776,1499.0,1439.0,60.0,47485.0,55802.49189257558,137500.0293131842,51.93
NJ-513,Somerset County CoC,218.0,212.0,6.0,127.0,90.0,129.0,31.0,84.0,1.0,176026,170228,5798,330772,2183.0,2095.0,88.0,104620.0,247499.87352644288,402260.09873763524,51.93
NJ-514,Trenton/Mercer County CoC,479.0,416.0,63.0,308.0,171.0,168.0,102.0,292.0,1.0,206705,199513,7192,368720,7829.0,7202.0,627.0,68052.0,100240.82494611235,236325.78223687326,51.93000000000001
NJ-515,Elizabeth/Union County CoC,478.0,437.0,41.0,250.0,228.0,169.0,127.0,294.0,4.0,284367,272640,11727,556475,9564.0,8894.0,670.0,67346.0,214233.23483486878,347250.94494619925,51.93
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",338.0,276.0,62.0,175.0,163.0,265.0,27.0,62.0,2.0,199307,192263,7044,371969,3721.0,3519.0,202.0,68558.82267608322,165211.0219087909,277664.64817725524,51.93000000000001
NM-500,Albuquerque CoC,1340.0,956.0,384.0,897.0,430.0,770.0,546.0,154.0,7.0,332444,317570,14874,677929,9501.0,8740.0,761.0,43326.0,136280.30800450614,194694.46670578033,53.07
NM-501,New Mexico Balance of State CoC,1211.0,799.0,412.0,721.0,465.0,725.0,541.0,46.0,7.0,474857,451123,23734,1081563,12751.0,10253.0,2498.0,42099.19761678238,91570.4702802904,171719.0459583564,53.07
NV-500,Las Vegas/Clark County CoC,6083.0,2199.0,3884.0,4284.0,1762.0,3310.0,676.0,2111.0,148.0,1093988,1043615,50373,2228970,16319.0,16155.0,164.0,47184.0,187709.8254305653,278578.96032753534,57.3
NV-501,"Reno, Sparks/Washoe County CoC",1192.0,1008.0,184.0,805.0,383.0,945.0,164.0,164.0,12.0,247905,239242,8663,464593,4870.0,4236.0,634.0,61033.0,250780.10673009834,364204.76210473944,57.3
NV-502,Nevada Balance of State CoC,269.0,98.0,171.0,157.0,112.0,243.0,20.0,9.0,0.0,123920,118707,5213,279029,1117.0,916.0,201.0,47909.35184514871,144309.9050183089,241266.11041934992,57.3
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",835.0,779.0,56.0,503.0,331.0,317.0,153.0,461.0,9.0,369758,354079,15679,744239,18535.0,17793.0,742.0,52173.0,94038.40643038515,152435.40658281118,48.17
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",233.0,219.0,14.0,117.0,113.0,194.0,22.0,35.0,0.0,139278,132603,6675,307318,5219.0,4775.0,444.0,43058.602145009405,54414.307765980506,102695.90641524937,48.17
NY-503,Albany City & County CoC,835.0,800.0,35.0,560.0,274.0,346.0,101.0,437.0,8.0,160911,154984,5927,306691,8783.0,7641.0,1142.0,59547.0,154100.00274581715,228492.0140155695,48.17
NY-504,Cattaraugus County CoC,33.0,33.0,0.0,17.0,16.0,26.0,0.0,3.0,0.0,34768,32926,1842,76748,1087.0,989.0,98.0,39239.0,35583.09255887371,77379.52487951932,48.17
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",722.0,710.0,12.0,459.0,259.0,362.0,83.0,274.0,3.0,315138,301650,13488,656531,15292.0,13912.0,1380.0,49131.94647472854,79678.7502573629,132794.65240442226,48.17
NY-507,Schenectady City & County CoC,393.0,382.0,11.0,229.0,164.0,155.0,40.0,198.0,0.0,77799,74695,3104,155334,3734.0,3547.0,187.0,48718.0,111106.69567086839,175620.25792990215,48.17
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",957.0,942.0,15.0,550.0,403.0,407.0,189.0,481.0,2.0,619408,591340,28068,1268526,31162.0,28325.0,2837.0,48451.546807081606,93670.44117603094,156516.37032036914,48.17
NY-510,Ithaca/Tompkins County CoC,91.0,46.0,45.0,49.0,42.0,67.0,6.0,19.0,1.0,51090,49252,1838,102382,2629.0,2497.0,132.0,44692.0,137340.95027166556,216728.22181141374,48.17
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",244.0,166.0,78.0,175.0,67.0,194.0,20.0,41.0,0.0,203563,193975,9588,440412,5945.0,5138.0,807.0,42701.44523991172,63635.63768754611,113317.2356490985,48.169999999999995
NY-512,Troy/Rensselaer County CoC,178.0,172.0,6.0,90.0,88.0,82.0,40.0,77.0,2.0,82929,79721,3208,159452,2558.0,2148.0,410.0,48618.0,121506.09812846748,186998.93086620737,48.17
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",182.0,163.0,19.0,108.0,74.0,146.0,10.0,33.0,0.0,129751,124621,5130,259308,4100.0,3697.0,403.0,47253.4942539374,84993.34859710619,146785.72047265343,48.169999999999995
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",145.0,142.0,3.0,64.0,80.0,128.0,52.0,8.0,2.0,55948,53150,2798,127516,2626.0,2389.0,237.0,39900.0,43511.00754538726,87019.01609486384,48.17000000000001
NY-516,Clinton County CoC,197.0,196.0,1.0,116.0,81.0,174.0,14.0,13.0,0.0,37046,35431,1615,80675,1700.0,1564.0,136.0,43216.0,73748.65972674449,134751.60881346694,48.17
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",178.0,162.0,16.0,89.0,89.0,100.0,23.0,53.0,8.0,164825,157291,7534,362371,8050.0,7085.0,965.0,43324.01513090175,68357.14916254522,120955.48489052909,48.17
NY-519,"Columbia, Greene Counties CoC",196.0,191.0,5.0,110.0,86.0,113.0,12.0,63.0,0.0,52983,50974,2009,107253,1505.0,1324.0,181.0,51574.76732585569,129459.21028822598,209593.966449665,48.169999999999995
NY-520,"Franklin, Essex Counties CoC",42.0,42.0,0.0,26.0,16.0,28.0,2.0,0.0,0.0,37429,35570,1859,87634,1887.0,1735.0,152.0,40829.11817331173,52434.4447470242,115041.05623604653,48.17
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",96.0,90.0,6.0,68.0,28.0,89.0,4.0,4.0,0.0,57309,54138,3171,138769,3176.0,2943.0,233.0,46024.34886033624,68566.55214093532,131901.40209047156,48.169999999999995
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",257.0,234.0,23.0,191.0,66.0,229.0,6.0,21.0,3.0,184746,177654,7092,360184,4279.0,3860.0,419.0,61604.07839604202,151948.0050674464,234419.56064651322,48.17
NY-600,New York City CoC,78676.0,74965.0,3711.0,40710.0,37631.0,15922.0,28714.0,58217.0,976.0,4283780,4108084,175696,8396614,394015.0,365046.0,28969.0,74378.07901470759,269275.83424930065,567858.6118092923,48.17
