coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature
MA-500,Boston CoC,6240.0,6073.0,167.0,3496.0,2733.0,2146.0,2342.0,2513.0,40.0,427405,411723,15682,793020,0,0.0,0.0,72424.0,289921.4570313464,448081.0782769244,48.13999999999999
MA-502,Lynn CoC,541.0,537.0,4.0,293.0,248.0,401.0,102.0,48.0,0.0,410481,393544,16937,780222,0,0.0,0.0,61343.0,247704.5801258006,379346.66448531393,48.14
MA-503,Cape Cod Islands CoC,394.0,327.0,67.0,216.0,178.0,304.0,29.0,73.0,3.0,120950,114783,6167,231154,0,0.0,0.0,67169.78901511546,265809.79119631724,401586.409831093,48.13999999999999
MA-504,Springfield/Hampden County CoC,2385.0,2350.0,35.0,1060.0,1325.0,1892.0,1426.0,432.0,5.0,222268,210181,12087,467874,0,0.0,0.0,48065.0,125668.28224234415,190111.3769792607,48.14
MA-505,New Bedford CoC,469.0,414.0,55.0,275.0,194.0,322.0,93.0,84.0,0.0,290517,275727,14790,558413,0,0.0,0.0,49201.0,191012.7649947768,282364.44429243455,48.14
MA-506,Worcester City & County CoC,1572.0,1506.0,66.0,795.0,775.0,1081.0,561.0,428.0,12.0,429979,411693,18286,820447,0,0.0,0.0,52681.0,161581.88363229096,251297.10308561838,48.14
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",653.0,625.0,28.0,478.0,174.0,528.0,108.0,22.0,0.0,192023,184273,7750,359501,0,0.0,0.0,50607.40009902615,143421.61396557104,222043.31574212058,48.14
MA-509,Cambridge CoC,517.0,448.0,69.0,342.0,174.0,325.0,91.0,149.0,6.0,873883,845197,28686,1595581,0,0.0,0.0,75869.0,288976.53360234614,456568.42023373954,48.14
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1692.0,1654.0,38.0,806.0,886.0,808.0,311.0,850.0,4.0,270227,258804,11423,512535,0,0.0,0.0,61350.0,227088.18443032887,343514.8428172861,48.14
MA-515,Fall River CoC,386.0,379.0,7.0,167.0,219.0,262.0,67.0,100.0,2.0,290517,275727,14790,558413,0,0.0,0.0,49201.0,191012.7649947768,282364.44429243455,48.14
MA-519,"Attleboro, Taunton/Bristol County CoC",243.0,216.0,27.0,140.0,103.0,139.0,64.0,99.0,0.0,290517,275727,14790,558413,0,0.0,0.0,49201.0,191012.7649947768,282364.44429243455,48.14
MD-502,Harford County CoC,179.0,169.0,10.0,86.0,93.0,103.0,9.0,64.0,0.0,136199,130653,5546,250448,0,0.0,0.0,54290.0,160658.5534942179,260172.6846801316,54.61
MD-503,Annapolis/Anne Arundel County CoC,390.0,338.0,52.0,232.0,158.0,157.0,17.0,216.0,1.0,303234,292085,11149,567434,0,0.0,0.0,62801.0,210420.51969106848,323089.7603027872,54.61
MD-504,Howard County CoC,214.0,205.0,9.0,123.0,91.0,57.0,17.0,136.0,3.0,179120,173421,5699,315581,0,0.0,0.0,73236.0,271991.1042024535,421437.0342171952,54.61
MD-505,Baltimore County CoC,763.0,448.0,315.0,410.0,353.0,283.0,17.0,461.0,2.0,444683,424736,19947,828941,0,0.0,0.0,56180.0,131236.37227917634,221280.6552914258,54.61
MD-506,Carroll County CoC,136.0,136.0,0.0,83.0,53.0,107.0,5.0,17.0,3.0,93015,89753,3262,167189,0,0.0,0.0,57958.0,200581.44739326823,299866.57411796873,54.60999999999999
MD-509,Frederick City & County CoC,349.0,220.0,129.0,235.0,113.0,221.0,25.0,115.0,0.0,128533,123692,4841,247269,0,0.0,0.0,57382.0,196028.44575943088,302315.30898766586,54.61
MD-511,Mid-Shore Regional CoC,138.0,112.0,26.0,86.0,52.0,67.0,2.0,66.0,0.0,63253,60218,3035,121980,0,0.0,0.0,51707.651680603376,99708.75203544246,198067.53257736322,54.61
MD-513,"Wicomico, Somerset, Worcester Counties CoC",262.0,225.0,37.0,160.0,102.0,125.0,6.0,123.0,0.0,84736,78804,5932,179627,0,0.0,0.0,41912.3105268139,77347.45215252672,156560.31111091303,54.60999999999999
MD-601,Montgomery County CoC,981.0,885.0,96.0,582.0,399.0,264.0,143.0,623.0,14.0,544649,526510,18139,1039327,0,0.0,0.0,83540.0,251052.86988570367,429152.39411578403,54.61
ME-500,Maine Balance of State CoC,2241.0,2121.0,120.0,1231.0,1007.0,1872.0,70.0,237.0,9.0,693921,667725,26196,1332348,0,0.0,0.0,45002.76693476479,110701.91936681647,179461.05204890878,43.09
MI-500,Michigan Balance of State CoC,1536.0,1312.0,224.0,728.0,806.0,1211.0,98.0,202.0,1.0,900656,848340,52316,1941973,0,0.0,0.0,37725.04889923804,36786.057867746254,94779.03778766612,46.64
MI-501,Detroit CoC,2335.0,2142.0,193.0,1536.0,792.0,239.0,44.0,2043.0,7.0,778939,730549,48390,1760835,0,0.0,0.0,40115.0,13349.062337151214,65869.35924755289,46.64
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",277.0,266.0,11.0,143.0,134.0,160.0,8.0,106.0,0.0,778939,730549,48390,1760835,0,0.0,0.0,40115.0,13349.062337151214,65869.35924755289,46.64
MI-503,"St. Clair Shores, Warren/Macomb County CoC",403.0,354.0,49.0,274.0,129.0,196.0,8.0,184.0,1.0,435441,412956,22485,868329,0,0.0,0.0,43607.0,70324.73823149504,140211.0962997674,46.64
MI-504,"Pontiac, Royal Oak/Oakland County CoC",438.0,362.0,76.0,239.0,199.0,159.0,13.0,261.0,0.0,652450,625608,26842,1251563,0,0.0,0.0,66757.0,110642.43533811004,207627.9669507188,46.64
MI-505,Flint/Genesee County CoC,377.0,290.0,87.0,216.0,160.0,89.0,2.0,260.0,0.0,180586,170150,10436,409054,0,0.0,0.0,38174.0,16273.65245704737,76316.74240441591,46.63999999999999
MI-506,"Grand Rapids, Wyoming/Kent County CoC",800.0,759.0,41.0,507.0,293.0,371.0,102.0,368.0,5.0,351257,338786,12471,644219,0,0.0,0.0,50584.0,99179.28875630285,167598.30464138286,46.64
MI-507,"Portage, Kalamazoo City & County CoC",374.0,366.0,8.0,192.0,181.0,121.0,22.0,208.0,2.0,132365,126947,5418,261584,0,0.0,0.0,45441.0,65474.27134976129,137066.1429172935,46.64
MI-508,"Lansing, East Lansing/Ingham County CoC",471.0,355.0,116.0,279.0,191.0,239.0,40.0,173.0,2.0,149317,142853,6464,289633,0,0.0,0.0,37640.0,43285.806551628055,104037.0700436331,46.64
MI-509,Washtenaw County CoC,342.0,301.0,41.0,236.0,103.0,134.0,18.0,194.0,4.0,192000,184914,7086,366960,0,0.0,0.0,54292.0,130488.37723972835,237804.5394038354,46.63999999999999
MI-510,Saginaw City & County CoC,343.0,326.0,17.0,190.0,153.0,95.0,20.0,236.0,1.0,88762,83977,4785,192636,0,0.0,0.0,36531.0,17422.019714273683,69034.86840085652,46.64000000000001
MI-511,Lenawee County CoC,137.0,119.0,18.0,74.0,63.0,125.0,46.0,4.0,0.0,47487,45278,2209,98595,0,0.0,0.0,37023.0,47782.665603624104,114479.38205549527,46.64
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",243.0,233.0,10.0,166.0,77.0,209.0,14.0,4.0,1.0,86823,82290,4533,171480,0,0.0,0.0,46152.64020293912,84929.55970617484,170907.84499597142,46.64
MI-514,Battle Creek/Calhoun County CoC,246.0,209.0,37.0,155.0,91.0,114.0,4.0,113.0,0.0,64585,61453,3132,134343,0,0.0,0.0,37873.0,26988.621570160827,80028.62120942368,46.64
MI-515,Monroe City & County CoC,176.0,173.0,3.0,97.0,79.0,121.0,7.0,52.0,0.0,76614,73276,3338,149278,0,0.0,0.0,43721.0,70542.48266913193,151049.7682441745,46.64
MI-516,"Norton Shores, Muskegon City & County CoC",191.0,184.0,7.0,102.0,88.0,82.0,14.0,95.0,0.0,77659,73383,4276,173342,0,0.0,0.0,35977.0,36493.07839453959,97479.41604963121,46.64
MI-517,Jackson City & County CoC,169.0,162.0,7.0,76.0,93.0,93.0,3.0,65.0,0.0,74612,70963,3649,158345,0,0.0,0.0,37329.0,42367.49032423103,107591.47700064951,46.64
MI-518,Livingston County CoC,77.0,75.0,2.0,44.0,33.0,71.0,2.0,2.0,3.0,99935,95886,4049,188585,0,0.0,0.0,54331.0,137580.01820064106,223991.77396215955,46.64
MI-519,Holland/Ottawa County CoC,261.0,257.0,4.0,142.0,119.0,191.0,43.0,52.0,4.0,155788,150491,5297,283686,0,0.0,0.0,45457.0,119175.92174406874,180304.17915358781,46.64
MI-523,Eaton County CoC,120.0,111.0,9.0,50.0,70.0,92.0,16.0,15.0,0.0,57051,54670,2381,109220,0,0.0,0.0,39837.0,76282.80703039642,139417.60121169966,46.64
MN-500,Minneapolis/Hennepin County CoC,3056.0,2886.0,170.0,1721.0,1324.0,692.0,300.0,2052.0,35.0,685106,662298,22808,1236183,0,0.0,0.0,68704.0,152098.74515921107,242044.3271053735,42.98
MN-501,St. Paul/Ramsey County CoC,1346.0,1210.0,136.0,689.0,653.0,470.0,147.0,638.0,30.0,282227,272058,10169,541635,0,0.0,0.0,50764.0,136353.18007095045,205281.1293895213,42.98
MN-502,Rochester/Southeast Minnesota CoC,423.0,409.0,14.0,173.0,250.0,237.0,60.0,148.0,4.0,377135,363738,13397,670545,0,0.0,0.0,46275.71345845544,94364.72827011322,161362.24345309648,42.98
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",618.0,411.0,207.0,303.0,315.0,344.0,52.0,163.0,7.0,702413,678227,24186,1261033,0,0.0,0.0,55899.63651466694,168303.1688044519,250342.05673348656,42.98
MN-504,Northeast Minnesota CoC,77.0,60.0,17.0,44.0,33.0,66.0,2.0,2.0,0.0,61435,57111,4324,124930,0,0.0,0.0,39803.67087168815,61803.34545720623,134694.69007447117,42.98
MN-505,St. Cloud/Central Minnesota CoC,669.0,502.0,167.0,339.0,326.0,390.0,26.0,132.0,4.0,397426,379605,17821,736485,0,0.0,0.0,42864.82235754971,110769.33781894867,183520.02071794908,42.98
MN-506,Northwest Minnesota CoC,290.0,288.0,2.0,115.0,175.0,116.0,19.0,22.0,0.0,88712,83733,4979,165093,0,0.0,0.0,42140.07540598329,55419.798691004806,134169.23541630394,42.98
MN-508,Moorhead/West Central Minnesota CoC,211.0,199.0,12.0,111.0,100.0,103.0,20.0,38.0,0.0,132531,127288,5243,241735,0,0.0,0.0,44547.63457091443,93673.52667630014,166141.92555041582,42.98
MN-511,Southwest Minnesota CoC,123.0,117.0,6.0,53.0,70.0,89.0,33.0,11.0,0.0,151494,145075,6419,269621,0,0.0,0.0,45593.32951810134,52612.10305985485,119915.43426314225,42.98
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",610.0,380.0,230.0,288.0,322.0,482.0,21.0,101.0,1.0,44680,42730,1950,89021,0,0.0,0.0,38338.98857572932,72582.964232786,171033.8408668984,54.7
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",496.0,284.0,212.0,244.0,250.0,386.0,41.0,44.0,0.0,208603,200468,8135,410543,0,0.0,0.0,39306.90360814823,73388.72209202586,129704.07102603705,54.7
MO-602,"Joplin/Jasper, Newton Counties CoC",297.0,238.0,59.0,196.0,101.0,238.0,4.0,27.0,0.0,85854,82237,3617,177525,0,0.0,0.0,37400.19579214195,46296.98616713936,103210.04873397408,54.7
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",195.0,185.0,10.0,115.0,80.0,137.0,11.0,42.0,0.0,61740,59246,2494,118943,0,0.0,0.0,36450.40856544732,43586.15174156562,100173.28096223451,54.7
MO-606,Missouri Balance of State CoC,1431.0,1056.0,375.0,726.0,704.0,1084.0,43.0,264.0,7.0,1157382,1101472,55910,2442704,0,0.0,0.0,36886.43831917416,54182.673897239365,112901.83251775397,54.7
MS-500,"Jackson/Rankin, Madison Counties CoC",633.0,297.0,336.0,368.0,253.0,139.0,7.0,481.0,3.0,269108,255588,13520,573960,0,0.0,0.0,43229.939912189,57111.72072680201,122040.26289846195,63.5
MS-501,Mississippi Balance of State CoC,785.0,479.0,306.0,448.0,337.0,317.0,5.0,458.0,0.0,789908,741300,48608,1898943,0,0.0,0.0,34037.29736490247,47736.85437573235,104644.96146559766,63.5
MS-503,Gulf Port/Gulf Coast Regional CoC,320.0,113.0,207.0,198.0,122.0,191.0,8.0,115.0,4.0,202330,189826,12504,488078,0,0.0,0.0,35248.9348444306,53718.04346939937,117543.8691494226,63.5
MT-500,Montana Statewide CoC,1418.0,788.0,630.0,818.0,599.0,877.0,112.0,25.0,1.0,521742,499269,22473,1042137,0,0.0,0.0,44211.25978542169,138552.75200556562,220642.83696598184,44.18
NC-500,Winston-Salem/Forsyth County CoC,544.0,506.0,38.0,373.0,171.0,172.0,22.0,348.0,0.0,182081,173210,8871,371437,0,0.0,0.0,45088.0,63319.03473025483,132314.01711380878,58.7
NC-501,Asheville/Buncombe County CoC,509.0,437.0,72.0,391.0,116.0,347.0,21.0,142.0,0.0,133951,128768,5183,255222,0,0.0,0.0,44403.0,148010.47931400035,235362.71909905304,58.7
NC-502,Durham City & County CoC,354.0,322.0,32.0,224.0,129.0,84.0,38.0,249.0,0.0,161608,154321,7287,308105,0,0.0,0.0,45872.0,114713.5593940597,196236.445960334,58.7
NC-503,North Carolina Balance of State CoC,2963.0,2128.0,835.0,1662.0,1297.0,1561.0,117.0,1147.0,23.0,2290300,2166356,123944,5103470,0,0.0,0.0,37601.208862793355,63421.550913725594,134581.73005797627,58.7
NC-504,"Greensboro, High Point CoC",721.0,637.0,84.0,468.0,253.0,209.0,18.0,479.0,5.0,257680,244175,13505,524520,0,0.0,0.0,42771.0,46106.000378610916,130809.02838588365,58.7
NC-505,Charlotte/Mecklenburg County CoC,1818.0,1631.0,187.0,1016.0,800.0,338.0,60.0,1415.0,1.0,581630,554067,27563,1058056,0,0.0,0.0,55557.0,114233.51732883614,198910.4856061379,58.7
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",389.0,261.0,128.0,251.0,137.0,255.0,12.0,107.0,0.0,192010,181930,10080,410173,0,0.0,0.0,41437.93570274006,124594.81801096235,214400.0896159476,58.7
NC-507,Raleigh/Wake County CoC,818.0,680.0,138.0,540.0,277.0,180.0,54.0,604.0,1.0,554963,531092,23871,1048933,0,0.0,0.0,55025.0,159331.49582058412,265310.38499166985,58.7
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",328.0,243.0,85.0,198.0,129.0,177.0,17.0,138.0,1.0,192959,182847,10112,394999,0,0.0,0.0,37882.31087926805,53589.19966155465,123763.8048945727,58.7
NC-511,Fayetteville/Cumberland County CoC,515.0,224.0,291.0,327.0,188.0,120.0,16.0,375.0,0.0,126947,118818,8129,333723,0,0.0,0.0,35766.0,38579.73048838836,111616.33837021586,58.7
NC-513,Chapel Hill/Orange County CoC,80.0,65.0,15.0,59.0,21.0,40.0,6.0,39.0,0.0,74699,71532,3167,142849,0,0.0,0.0,60008.0,138266.91118235022,255979.8812770826,58.7
NC-516,Northwest North Carolina CoC,520.0,116.0,404.0,264.0,256.0,491.0,51.0,29.0,0.0,96026,91345,4681,210315,0,0.0,0.0,33825.72222618453,73421.21747194245,151767.4093626489,58.7
ND-500,North Dakota Statewide CoC,923.0,707.0,216.0,590.0,331.0,510.0,79.0,129.0,5.0,376359,365022,11337,684615,0,0.0,0.0,53218.22304214778,118305.53968778579,190315.2006867721,40.8
NE-500,Nebraska Balance of State CoC,551.0,539.0,12.0,293.0,258.0,491.0,78.0,23.0,0.0,452676,438996,13680,840822,0,0.0,0.0,46511.713103367896,57142.49785809294,119790.87166262679,49.88
NE-501,"Omaha, Council Bluffs CoC",1509.0,1452.0,57.0,1043.0,463.0,884.0,203.0,434.0,8.0,430698,416807,13891,827986,0,0.0,0.0,53977.419641153356,93181.86065161607,161793.8613254585,49.68319804924238
NE-502,Lincoln CoC,694.0,662.0,32.0,435.0,259.0,483.0,81.0,113.0,3.0,169981,165281,4700,310561,0,0.0,0.0,45654.0,111231.17959875516,170483.2749118751,49.88
NH-500,New Hampshire Balance of State CoC,670.0,594.0,76.0,358.0,309.0,598.0,28.0,42.0,1.0,520158,505718,14440,932103,0,0.0,0.0,56761.368477518045,148211.7842449832,229867.0451842363,44.49
NH-501,Manchester CoC,400.0,346.0,54.0,217.0,183.0,325.0,47.0,33.0,0.0,232318,225282,7036,411591,0,0.0,0.0,56330.0,174005.1006147883,256721.4518297253,44.49
NH-502,Nashua/Hillsborough County CoC,296.0,283.0,13.0,187.0,109.0,260.0,44.0,19.0,1.0,232318,225282,7036,411591,0,0.0,0.0,56330.0,174005.1006147883,256721.4518297253,44.49
NJ-500,Atlantic City & County CoC,476.0,360.0,116.0,364.0,112.0,244.0,54.0,213.0,12.0,122855,113793,9062,267212,0,0.0,0.0,44735.0,81096.46336074773,168849.49464142165,51.93
NJ-501,Bergen County CoC,296.0,285.0,11.0,150.0,146.0,174.0,79.0,111.0,8.0,480916,460970,19946,928381,0,0.0,0.0,78836.0,282529.3709175367,425501.3175913676,51.93
NJ-502,Burlington County CoC,926.0,913.0,13.0,469.0,457.0,421.0,63.0,480.0,1.0,230410,220184,10226,447092,0,0.0,0.0,57583.0,120205.42625731985,214784.68887855866,51.93
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",1068.0,829.0,239.0,691.0,377.0,488.0,157.0,526.0,5.0,515180,484328,30852,1044742,0,0.0,0.0,48463.55589035379,90119.26353593142,176775.73494382465,51.93
NJ-504,Newark/Essex County CoC,1779.0,1336.0,443.0,985.0,789.0,389.0,312.0,1297.0,5.0,369898,347867,22031,793073,0,0.0,0.0,60735.0,164265.2515285232,333588.57376572496,51.93
NJ-506,"Jersey City, Bayonne/Hudson County CoC",829.0,603.0,226.0,540.0,288.0,395.0,346.0,402.0,6.0,360730,344004,16726,668673,0,0.0,0.0,56597.0,182968.54172949764,334044.3501258175,51.93
NJ-507,New Brunswick/Middlesex County CoC,457.0,373.0,84.0,261.0,194.0,220.0,144.0,221.0,4.0,437739,418503,19236,825298,0,0.0,0.0,56207.0,179000.1010304621,293403.0961867588,51.93
NJ-508,Monmouth County CoC,344.0,299.0,45.0,192.0,152.0,172.0,66.0,146.0,0.0,327641,313165,14476,623055,0,0.0,0.0,73074.0,226728.18499583995,373033.15366425324,51.93
NJ-509,Morris County CoC,410.0,376.0,34.0,241.0,169.0,251.0,83.0,122.0,4.0,259361,249294,10067,493831,0,0.0,0.0,91252.0,255623.94381275692,405881.53134724963,51.93
NJ-510,Lakewood Township/Ocean County CoC,429.0,375.0,54.0,202.0,227.0,311.0,74.0,111.0,1.0,268831,254901,13930,591142,0,0.0,0.0,48826.0,153727.12684740016,264195.82611751475,51.93
NJ-511,Paterson/Passaic County CoC,432.0,396.0,36.0,209.0,223.0,163.0,157.0,260.0,1.0,244584,229603,14981,504001,0,0.0,0.0,46617.0,181487.87526663905,289027.9258252806,51.93
NJ-513,Somerset County CoC,218.0,209.0,9.0,126.0,92.0,93.0,29.0,114.0,0.0,172875,165923,6952,330003,0,0.0,0.0,92352.0,224227.70854871313,379751.2002552792,51.93
NJ-514,Trenton/Mercer County CoC,465.0,421.0,44.0,309.0,155.0,157.0,74.0,291.0,2.0,198847,190295,8552,367929,0,0.0,0.0,63905.0,88014.63840085104,221523.06421279898,51.93
NJ-515,Elizabeth/Union County CoC,513.0,451.0,62.0,264.0,249.0,189.0,134.0,310.0,2.0,276619,262443,14176,552814,0,0.0,0.0,61978.0,168738.31135178477,306619.42736318597,51.93
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",253.0,235.0,18.0,145.0,108.0,168.0,24.0,78.0,5.0,196265,187767,8498,373082,0,0.0,0.0,64526.29529701245,154069.9549201376,266635.82107699144,51.92999999999999
NM-500,Albuquerque CoC,1222.0,1039.0,183.0,799.0,419.0,710.0,500.0,139.0,6.0,329282,309914,19368,677883,0,0.0,0.0,41174.0,122698.99410097179,181514.71193220824,53.07
NM-501,New Mexico Balance of State CoC,1041.0,770.0,271.0,605.0,429.0,563.0,377.0,42.0,12.0,472908,438913,33995,1083539,0,0.0,0.0,39147.70238450116,77559.44629042307,158581.8643109176,53.07
NV-500,Las Vegas/Clark County CoC,6208.0,2477.0,3731.0,4711.0,1492.0,3393.0,815.0,2061.0,179.0,1040292,978799,61493,2140240,0,0.0,0.0,43826.0,134036.9671805028,221152.5643459936,57.3
NV-501,"Reno, Sparks/Washoe County CoC",989.0,869.0,120.0,712.0,276.0,758.0,106.0,131.0,10.0,227991,216417,11574,449990,0,0.0,0.0,52678.0,192540.0118398959,303136.7194808896,57.3
NV-502,Nevada Balance of State CoC,201.0,125.0,76.0,118.0,83.0,178.0,29.0,4.0,0.0,119930,112736,7194,272220,0,0.0,0.0,44066.51082212916,114096.92447345651,204319.7512340326,57.3
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",860.0,791.0,69.0,498.0,360.0,293.0,142.0,526.0,3.0,363421,346044,17377,744150,0,0.0,0.0,48713.0,89169.02544688468,148332.80705403537,48.17
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",506.0,380.0,126.0,273.0,233.0,426.0,11.0,57.0,3.0,138822,130798,8024,311719,0,0.0,0.0,39090.804192237236,48238.41477634834,95471.63813023522,48.17
NY-503,Albany City & County CoC,748.0,722.0,26.0,493.0,254.0,301.0,62.0,396.0,0.0,158526,151974,6552,307810,0,0.0,0.0,55126.0,139110.72920349913,209623.35657323684,48.17
NY-504,Cattaraugus County CoC,27.0,27.0,0.0,17.0,10.0,22.0,0.0,0.0,0.0,34879,32760,2119,77711,0,0.0,0.0,36614.0,31593.310799808747,72230.82124460109,48.17
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",867.0,840.0,27.0,551.0,313.0,461.0,78.0,338.0,9.0,311303,295756,15547,660742,0,0.0,0.0,45034.13418399315,70714.8362828639,123037.99862526562,48.17
NY-507,Schenectady City & County CoC,345.0,276.0,69.0,218.0,127.0,150.0,28.0,159.0,1.0,75807,72465,3342,154473,0,0.0,0.0,46850.0,98596.27870063057,162202.78919458704,48.17
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",962.0,905.0,57.0,564.0,398.0,383.0,95.0,525.0,6.0,611273,579622,31651,1270291,0,0.0,0.0,44944.68940660053,76960.3303925865,137123.01335832092,48.17
NY-510,Ithaca/Tompkins County CoC,86.0,56.0,30.0,55.0,31.0,56.0,5.0,29.0,1.0,50377,48245,2132,103042,0,0.0,0.0,41008.0,124118.35868042574,198734.93082509236,48.17000000000001
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",276.0,248.0,28.0,202.0,73.0,251.0,3.0,19.0,0.0,202235,191296,10939,445242,0,0.0,0.0,39416.73460275536,56676.30949789092,106065.93091284158,48.17
NY-512,Troy/Rensselaer County CoC,179.0,167.0,12.0,86.0,93.0,82.0,30.0,74.0,0.0,81585,78036,3549,159311,0,0.0,0.0,45280.0,109537.0750650487,172120.2443483141,48.17
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",58.0,58.0,0.0,44.0,14.0,51.0,0.0,6.0,0.0,126308,120383,5925,259976,0,0.0,0.0,44021.56007862264,75042.5518352652,134119.5604232089,48.17
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",23.0,23.0,0.0,10.0,13.0,22.0,8.0,0.0,0.0,56159,52844,3315,129310,0,0.0,0.0,37313.0,38904.49609917539,80907.1560516405,48.17
NY-516,Clinton County CoC,132.0,130.0,2.0,81.0,51.0,121.0,6.0,10.0,0.0,35822,33869,1953,80521,0,0.0,0.0,41163.0,64734.86774862994,124869.62541172186,48.17
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",160.0,143.0,17.0,83.0,77.0,83.0,17.0,57.0,2.0,162610,154275,8335,364232,0,0.0,0.0,40165.5767258231,57269.374493058756,108418.71522712728,48.17
NY-519,"Columbia, Greene Counties CoC",116.0,114.0,2.0,61.0,55.0,85.0,24.0,22.0,0.0,52048,49811,2237,108282,0,0.0,0.0,48750.09719066881,113314.28687335554,190534.73427349472,48.169999999999995
NY-520,"Franklin, Essex Counties CoC",27.0,25.0,2.0,17.0,10.0,26.0,0.0,1.0,0.0,37052,34973,2079,88768,0,0.0,0.0,37948.67294520548,46804.11199743965,106259.27012762873,48.17000000000001
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",119.0,110.0,9.0,80.0,39.0,111.0,6.0,6.0,0.0,57443,53744,3699,139936,0,0.0,0.0,43448.448890921565,63532.245171710114,127424.1463299215,48.17000000000001
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",268.0,252.0,16.0,164.0,102.0,230.0,8.0,22.0,3.0,180214,172448,7766,358084,0,0.0,0.0,55734.03151774444,138914.34626844057,217755.0597731367,48.17
NY-600,New York City CoC,73523.0,70685.0,2838.0,37868.0,35441.0,13357.0,37100.0,49894.0,888.0,4087558,3877386,210172,8468954,0,0.0,0.0,65832.25921382972,188313.5282935826,425964.0735076753,48.17
NY-601,Poughkeepsie/Dutchess County CoC,385.0,363.0,22.0,196.0,189.0,186.0,68.0,152.0,0.0,143108,137045,6063,293065,0,0.0,0.0,51835.0,166399.45406116368,248417.32131547175,48.17
NY-602,"Newburgh, Middletown/Orange County CoC",343.0,323.0,20.0,195.0,148.0,147.0,79.0,156.0,2.0,178963,171096,7867,377894,0,0.0,0.0,47969.0,130327.41875314085,217250.58250931953,48.17
NY-603,"Nassau, Suffolk Counties CoC",3960.0,3845.0,115.0,1948.0,2012.0,1628.0,845.0,1961.0,22.0,1474377,1412254,62123,2842766,0,0.0,0.0,72220.8330347978,275060.233146304,410763.8849684384,48.17
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",1750.0,1716.0,34.0,921.0,828.0,499.0,385.0,1193.0,1.0,477963,457115,20848,970461,0,0.0,0.0,96251.0,312451.49470234656,537165.679499644,48.17
NY-606,Rockland County CoC,141.0,109.0,32.0,80.0,61.0,83.0,50.0,37.0,4.0,152561,146064,6497,323231,0,0.0,0.0,56298.0,251651.08333290802,384686.373096671,48.17
NY-607,Sullivan County CoC,163.0,163.0,0.0,104.0,59.0,107.0,23.0,39.0,0.0,34048,32392,1656,74913,0,0.0,0.0,42061.0,59118.7696569836,119759.713328207,48.17
NY-608,Kingston/Ulster County CoC,328.0,290.0,38.0,171.0,156.0,204.0,55.0,100.0,0.0,88189,84222,3967,179045,0,0.0,0.0,46273.0,124061.2546701826,198940.38349810443,48.17
OH-500,Cincinnati/Hamilton County CoC,1116.0,1056.0,60.0,777.0,337.0,387.0,12.0,668.0,1.0,406542,388426,18116,811766,0,0.0,0.0,55168.0,60550.05263691766,131863.43458693827,50.88000000000001
OH-501,Toledo/Lucas County CoC,599.0,584.0,15.0,348.0,248.0,260.0,20.0,317.0,1.0,211249,200233,11016,433113,0,0.0,0.0,43439.0,25090.86849925734,83109.41009060864,50.88
OH-502,Cleveland/Cuyahoga County CoC,1697.0,1623.0,74.0,1233.0,457.0,487.0,91.0,1178.0,7.0,612160,578168,33992,1254324,0,0.0,0.0,50693.0,43629.35978887123,106123.1930556599,50.88
OH-503,Columbus/Franklin County CoC,1724.0,1385.0,339.0,1090.0,629.0,532.0,58.0,1045.0,10.0,669446,641672,27774,1275212,0,0.0,0.0,48167.0,63510.51509873943,144842.06411103203,50.88
