coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value
MA-502,Lynn CoC,582.0,531.0,51.0,299.0,280.0,482.0,81.0,90.0,0.0,421740,405342,16398,785156,20620.0,19382.0,1238.0,63454.0,272124.17298747966,407832.51419056376
MA-503,Cape Cod Islands CoC,324.0,285.0,39.0,166.0,158.0,241.0,31.0,65.0,3.0,123817,117884,5933,231278,3703.0,3342.0,361.0,69450.58584906477,288319.8617717079,427102.3241131288
MA-504,Springfield/Hampden County CoC,2311.0,2258.0,53.0,1109.0,1202.0,1794.0,1402.0,462.0,12.0,227580,215785,11795,467552,20458.0,19230.0,1228.0,49175.0,134402.63895423323,198777.8742475717
MA-505,New Bedford CoC,352.0,303.0,49.0,178.0,174.0,224.0,117.0,89.0,0.0,298769,284241,14528,561449,15157.0,14399.0,758.0,51134.0,208405.65888034136,302964.58493402967
MA-506,Worcester City & County CoC,1507.0,1371.0,136.0,800.0,705.0,1073.0,592.0,381.0,15.0,442358,424610,17748,825646,17305.0,16785.0,520.0,54092.0,177217.3096519336,270368.9466221934
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",557.0,502.0,55.0,374.0,180.0,427.0,110.0,101.0,3.0,196093,188572,7521,358262,7887.0,7431.0,456.0,52030.296006832985,150095.35550487842,229758.06199322894
MA-509,Cambridge CoC,530.0,463.0,67.0,349.0,179.0,307.0,103.0,190.0,7.0,901424,873196,28228,1604762,33480.0,31471.0,2009.0,78814.0,313478.3177237451,490713.5146107871
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1109.0,1059.0,50.0,538.0,571.0,600.0,254.0,481.0,10.0,277475,266292,11183,515984,9109.0,8744.0,365.0,63531.0,250265.0068223694,368555.4973097073
MA-515,Fall River CoC,297.0,278.0,19.0,133.0,164.0,163.0,80.0,107.0,0.0,298769,284241,14528,561449,15157.0,14399.0,758.0,51134.0,208405.65888034136,302964.58493402967
MA-519,"Attleboro, Taunton/Bristol County CoC",234.0,198.0,36.0,117.0,114.0,131.0,35.0,84.0,0.0,298769,284241,14528,561449,15157.0,14399.0,758.0,51134.0,208405.65888034136,302964.58493402967
MD-502,Harford County CoC,189.0,152.0,37.0,98.0,91.0,97.0,15.0,84.0,0.0,140156,134920,5236,251948,3113.0,2677.0,436.0,56216.0,165906.44276606623,266297.60092332703
MD-503,Annapolis/Anne Arundel County CoC,376.0,263.0,113.0,230.0,145.0,181.0,15.0,167.0,2.0,313685,302969,10716,571359,6043.0,5257.0,786.0,64584.0,220350.1604373269,334658.4133818716
MD-504,Howard County CoC,168.0,115.0,53.0,100.0,68.0,55.0,21.0,98.0,1.0,186139,180542,5597,319409,3564.0,3065.0,499.0,75232.0,281614.51148637576,431931.76827570394
MD-505,Baltimore County CoC,609.0,389.0,220.0,361.0,247.0,221.0,13.0,369.0,0.0,456532,437550,18982,828956,11456.0,10195.0,1261.0,57861.0,137634.19005825356,228551.68814464417
MD-506,Carroll County CoC,147.0,125.0,22.0,83.0,64.0,118.0,8.0,19.0,0.0,95492,92385,3107,167687,1350.0,1336.0,14.0,60081.0,207267.57038759327,308866.75040086324
MD-509,Frederick City & County CoC,309.0,206.0,103.0,209.0,99.0,186.0,9.0,98.0,3.0,132632,127973,4659,251037,2370.0,2227.0,143.0,59479.0,204034.05667958796,312016.378528421
MD-511,Mid-Shore Regional CoC,153.0,136.0,17.0,85.0,68.0,63.0,2.0,76.0,1.0,64391,61570,2821,121758,1707.0,1468.0,239.0,53585.21450746563,104823.37274784126,203574.34132818054
MD-513,"Wicomico, Somerset, Worcester Counties CoC",260.0,218.0,42.0,159.0,101.0,124.0,6.0,125.0,0.0,86598,81030,5568,180114,2842.0,2390.0,452.0,43201.94651165373,82217.15419279148,161800.2979924807
MD-601,Montgomery County CoC,894.0,763.0,131.0,466.0,426.0,245.0,168.0,533.0,15.0,561370,543489,17881,1047239,12466.0,11468.0,998.0,85351.0,263431.57746423146,439004.918601176
ME-500,Maine Balance of State CoC,2280.0,2100.0,180.0,1226.0,1038.0,1853.0,88.0,284.0,11.0,703873,680165,23708,1335743,26443.0,24646.0,1797.0,46737.049728877486,121359.78546409028,192331.53047664507
MI-500,Michigan Balance of State CoC,1549.0,1307.0,242.0,783.0,761.0,1215.0,70.0,224.0,2.0,895716,846094,49622,1942441,23423.0,21757.0,1666.0,39133.17163404191,40025.349656059516,100227.58471261234
MI-501,Detroit CoC,2078.0,1858.0,220.0,1362.0,714.0,160.0,26.0,1882.0,2.0,800940,756569,44371,1757874,43156.0,39703.0,3453.0,40477.0,16049.700568408174,73929.04745113164
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",226.0,212.0,14.0,115.0,111.0,89.0,2.0,127.0,0.0,800940,756569,44371,1757874,43156.0,39703.0,3453.0,40477.0,16049.700568408174,73929.04745113164
MI-503,"St. Clair Shores, Warren/Macomb County CoC",354.0,290.0,64.0,246.0,108.0,179.0,6.0,152.0,1.0,447838,428149,19689,870867,9090.0,8453.0,637.0,44687.0,80285.22230644,152275.03735257612
MI-504,"Pontiac, Royal Oak/Oakland County CoC",412.0,365.0,47.0,231.0,180.0,123.0,12.0,271.0,2.0,673030,649306,23724,1256478,12725.0,11452.0,1273.0,69066.0,122978.16474327061,223521.62671678967
MI-505,Flint/Genesee County CoC,420.0,295.0,125.0,248.0,170.0,102.0,17.0,293.0,0.0,180563,170419,10144,407673,6335.0,5574.0,761.0,39142.0,18581.451685434506,85809.91161604573
MI-506,"Grand Rapids, Wyoming/Kent County CoC",912.0,851.0,61.0,566.0,344.0,390.0,106.0,454.0,7.0,355685,343580,12105,649722,10610.0,10185.0,425.0,50621.0,115257.18800595673,184912.50178112902
MI-507,"Portage, Kalamazoo City & County CoC",479.0,451.0,28.0,282.0,197.0,144.0,26.0,295.0,1.0,132832,127572,5260,263387,4131.0,3841.0,290.0,46284.0,71520.95854656816,143600.99407877037
MI-508,"Lansing, East Lansing/Ingham County CoC",435.0,390.0,45.0,245.0,190.0,179.0,53.0,214.0,2.0,151233,144847,6386,291678,6327.0,5820.0,507.0,38478.0,48243.50660611218,112942.1820499047
MI-509,Washtenaw County CoC,302.0,262.0,40.0,213.0,88.0,106.0,13.0,169.0,2.0,194316,187585,6731,369703,5881.0,5292.0,589.0,56467.0,143533.39696238431,253461.22068995243
MI-510,Saginaw City & County CoC,388.0,373.0,15.0,208.0,179.0,126.0,40.0,252.0,0.0,87718,83062,4656,192002,3960.0,3722.0,238.0,37045.0,19926.8858160599,74983.66500132794
MI-511,Lenawee County CoC,128.0,128.0,0.0,63.0,65.0,90.0,11.0,20.0,0.0,47139,44951,2188,98511,705.0,669.0,36.0,37689.0,53302.49082218102,124753.22825943601
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",228.0,188.0,40.0,141.0,87.0,195.0,11.0,4.0,0.0,86634,82341,4293,172026,986.0,891.0,95.0,47831.425331054605,94432.87483513827,185250.30562092905
MI-514,Battle Creek/Calhoun County CoC,204.0,175.0,29.0,140.0,64.0,108.0,7.0,85.0,1.0,63963,60884,3079,134127,2541.0,2363.0,178.0,38333.0,30424.928627771063,86402.53575686325
MI-515,Monroe City & County CoC,193.0,190.0,3.0,93.0,100.0,125.0,11.0,61.0,0.0,76087,72521,3566,149523,1910.0,1795.0,115.0,45508.0,77267.08478199466,157667.75480502754
MI-516,"Norton Shores, Muskegon City & County CoC",135.0,125.0,10.0,84.0,51.0,59.0,1.0,69.0,1.0,77895,73815,4080,173804,2524.0,2347.0,177.0,36936.0,42647.71038554749,109121.93296550089
MI-517,Jackson City & County CoC,140.0,126.0,14.0,52.0,88.0,72.0,5.0,51.0,0.0,74366,70984,3382,158653,2539.0,2412.0,127.0,37814.0,47224.06542347814,116001.03874797684
MI-518,Livingston County CoC,103.0,91.0,12.0,56.0,47.0,96.0,2.0,3.0,0.0,102925,99425,3500,189923,419.0,389.0,30.0,56279.0,151144.92045872548,239979.1203939662
MI-519,Holland/Ottawa County CoC,258.0,250.0,8.0,138.0,120.0,176.0,62.0,61.0,1.0,158161,153056,5105,286452,1024.0,972.0,52.0,47171.0,134433.11998220504,197569.94731303447
MI-523,Eaton County CoC,107.0,101.0,6.0,48.0,59.0,92.0,16.0,6.0,0.0,57267,54956,2311,109479,1008.0,947.0,61.0,40964.0,84057.90211786132,148955.93776482096
MN-500,Minneapolis/Hennepin County CoC,3057.0,2759.0,298.0,1641.0,1404.0,534.0,204.0,1872.0,47.0,701697,680190,21507,1248707,25850.0,24299.0,1551.0,70655.0,167298.4808055599,260592.54597603832
MN-501,St. Paul/Ramsey County CoC,1438.0,1272.0,166.0,861.0,576.0,446.0,138.0,744.0,48.0,288172,278748,9424,544919,15298.0,14686.0,612.0,51885.0,150590.13949227298,220554.15983011678
MN-502,Rochester/Southeast Minnesota CoC,552.0,495.0,57.0,220.0,330.0,305.0,64.0,201.0,5.0,379852,367586,12266,673743,10002.0,9002.0,1000.0,47950.82333322943,103078.1859544131,171377.68776801132
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",544.0,434.0,110.0,266.0,275.0,309.0,52.0,165.0,5.0,717071,694703,22368,1275856,9732.0,9454.0,278.0,58136.762832169145,182559.438059416,266230.3476461163
MN-504,Northeast Minnesota CoC,99.0,58.0,41.0,58.0,41.0,82.0,4.0,4.0,0.0,61492,57883,3609,124791,1934.0,1723.0,211.0,41157.343798831644,65337.64578685757,139295.06719430635
MN-505,St. Cloud/Central Minnesota CoC,862.0,633.0,229.0,421.0,439.0,427.0,28.0,130.0,1.0,404145,387500,16645,744671,6905.0,6326.0,579.0,44608.33945594766,122521.00015837347,195442.22343816434
MN-506,Northwest Minnesota CoC,288.0,285.0,3.0,124.0,164.0,108.0,11.0,31.0,1.0,88295,83627,4668,165400,3229.0,2678.0,551.0,43443.94569528416,60143.88257199043,140293.21078199003
MN-508,Moorhead/West Central Minnesota CoC,215.0,212.0,3.0,104.0,111.0,117.0,25.0,38.0,0.0,133204,128335,4869,243597,4219.0,3726.0,493.0,45296.21992060658,99224.7185680522,176304.687386129
MN-511,Southwest Minnesota CoC,108.0,100.0,8.0,53.0,55.0,75.0,32.0,18.0,0.0,151471,145870,5601,269283,4550.0,3851.0,699.0,47467.778118187925,56900.35638868422,125371.72163813989
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",578.0,351.0,227.0,278.0,297.0,399.0,32.0,142.0,1.0,44904,43369,1535,90502,1523.0,1162.0,361.0,39717.546352566795,82021.17025508115,178122.11364795073
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",455.0,255.0,200.0,213.0,239.0,364.0,13.0,53.0,1.0,206718,200244,6474,414130,2986.0,2778.0,208.0,40967.64523941757,79295.67319210927,137948.06518596932
MO-602,"Joplin/Jasper, Newton Counties CoC",270.0,229.0,41.0,183.0,87.0,203.0,11.0,32.0,0.0,84044,81148,2896,178319,2240.0,2143.0,97.0,38453.3510113897,49345.06186232896,106031.00496102805
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",210.0,192.0,18.0,111.0,99.0,166.0,14.0,32.0,1.0,59702,57607,2095,118692,2290.0,2059.0,231.0,37604.94440231861,44777.3484357215,103014.24578452995
MO-606,Missouri Balance of State CoC,1244.0,952.0,292.0,597.0,644.0,912.0,53.0,277.0,4.0,1152422,1107099,45323,2446036,27589.0,24205.0,3384.0,37963.93930097513,58092.961851323584,118433.25697799893
MS-500,"Jackson/Rankin, Madison Counties CoC",511.0,231.0,280.0,317.0,187.0,178.0,0.0,330.0,0.0,269970,257756,12214,572797,10531.0,9951.0,580.0,43604.1810065346,60151.60389908668,125391.02284193074
MS-501,Mississippi Balance of State CoC,697.0,451.0,246.0,417.0,279.0,259.0,8.0,419.0,0.0,790654,748360,42294,1896180,33689.0,31901.0,1788.0,35171.59684840047,49628.286203227486,102465.72416963486
MS-503,Gulf Port/Gulf Coast Regional CoC,264.0,71.0,193.0,157.0,107.0,174.0,3.0,62.0,4.0,201768,190534,11234,492345,10137.0,9887.0,250.0,35740.70974621455,58394.51710006589,122725.21122978535
MT-500,Montana Statewide CoC,1529.0,985.0,544.0,898.0,624.0,992.0,121.0,33.0,4.0,528443,506873,21570,1053862,13645.0,12012.0,1633.0,46281.61776968901,148332.37970915376,232907.41077486958
NC-500,Winston-Salem/Forsyth County CoC,453.0,428.0,25.0,326.0,127.0,132.0,21.0,296.0,0.0,182173,174208,7965,375901,7706.0,7089.0,617.0,46821.0,67846.35071825197,138140.04786964998
NC-501,Asheville/Buncombe County CoC,562.0,457.0,105.0,417.0,145.0,357.0,13.0,170.0,6.0,134657,130012,4645,257408,4240.0,3773.0,467.0,46323.0,166378.24511453722,256414.23824288708
NC-502,Durham City & County CoC,354.0,294.0,60.0,237.0,115.0,72.0,9.0,269.0,0.0,162911,156312,6599,312466,5605.0,4988.0,617.0,47518.0,129149.39955980137,212367.73488258864
NC-503,North Carolina Balance of State CoC,3054.0,2102.0,952.0,1748.0,1300.0,1620.0,160.0,1139.0,12.0,2283743,2175103,108640,5141943,62733.0,57413.0,5320.0,38801.70493488551,69158.6547067964,142236.18258810084
NC-504,"Greensboro, High Point CoC",573.0,469.0,104.0,362.0,210.0,167.0,19.0,372.0,3.0,257106,244858,12248,528622,9683.0,5906.0,3777.0,43942.0,53450.886510038756,136310.8966629498
NC-505,Charlotte/Mecklenburg County CoC,1476.0,1261.0,215.0,829.0,644.0,262.0,60.0,1137.0,6.0,592050,566533,25517,1079656,7783.0,6615.0,1168.0,58562.0,131269.81996699222,217643.42201455866
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",322.0,235.0,87.0,208.0,113.0,193.0,15.0,99.0,0.0,195899,186890,9009,420646,4539.0,3841.0,698.0,42354.40377894952,134017.57674454994,226333.65975285057
NC-507,Raleigh/Wake County CoC,884.0,696.0,188.0,567.0,316.0,224.0,62.0,583.0,8.0,565217,543121,22096,1072463,7304.0,7011.0,293.0,56394.0,173472.00164442023,282472.9046688531
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",249.0,171.0,78.0,130.0,119.0,140.0,15.0,89.0,0.0,194397,185655,8742,399594,4351.0,4164.0,187.0,39541.42631771248,60700.20083682439,134573.96569105625
NC-511,Fayetteville/Cumberland County CoC,442.0,189.0,253.0,251.0,190.0,107.0,77.0,292.0,0.0,125896,118662,7234,331702,3865.0,3710.0,155.0,36659.0,43537.77950739425,113636.35951474683
NC-513,Chapel Hill/Orange County CoC,127.0,90.0,37.0,91.0,36.0,42.0,5.0,75.0,1.0,75573,72716,2857,143624,1198.0,1078.0,120.0,63302.0,149073.5165240709,270105.3881081276
NC-516,Northwest North Carolina CoC,466.0,119.0,347.0,214.0,252.0,429.0,62.0,32.0,1.0,96286,92143,4143,211733,2695.0,2695.0,0.0,34974.930445419464,77951.87368756463,156032.8492463485
ND-500,North Dakota Statewide CoC,1089.0,758.0,331.0,811.0,272.0,367.0,43.0,127.0,6.0,380673,371047,9626,686124,12414.0,9815.0,2599.0,53744.78028607074,119938.53359644352,190939.32629988715
NE-500,Nebraska Balance of State CoC,506.0,492.0,14.0,265.0,241.0,420.0,62.0,41.0,2.0,452229,439010,13219,839985,11720.0,10238.0,1482.0,46122.05699982738,60748.64677877106,125591.04716907149
NE-501,"Omaha, Council Bluffs CoC",1389.0,1332.0,57.0,972.0,416.0,882.0,134.0,381.0,14.0,435831,422382,13449,836130,12804.0,11682.0,1122.0,55807.19881716958,101199.0484562146,171996.68784829203
NE-502,Lincoln CoC,606.0,557.0,49.0,343.0,261.0,362.0,68.0,157.0,4.0,172124,167501,4623,313892,4550.0,4322.0,228.0,47387.0,120051.445630738,180335.75443038714
NH-500,New Hampshire Balance of State CoC,767.0,657.0,110.0,409.0,353.0,682.0,42.0,28.0,5.0,522901,508657,14244,936850,13462.0,12774.0,688.0,59000.39322089982,161785.3176667684,246121.54661147093
NH-501,Manchester CoC,394.0,342.0,52.0,209.0,185.0,323.0,56.0,33.0,5.0,235232,228262,6970,413545,7826.0,7591.0,235.0,58315.0,188942.1442858857,275032.5615276801
NH-502,Nashua/Hillsborough County CoC,295.0,283.0,12.0,187.0,108.0,261.0,38.0,16.0,1.0,235232,228262,6970,413545,7826.0,7591.0,235.0,58315.0,188942.1442858857,275032.5615276801
NJ-500,Atlantic City & County CoC,422.0,313.0,109.0,298.0,124.0,212.0,59.0,189.0,6.0,122687,113992,8695,265446,7730.0,7188.0,542.0,46304.0,80172.26488247981,165295.17153498004
NJ-501,Bergen County CoC,302.0,297.0,5.0,143.0,159.0,165.0,75.0,112.0,16.0,492960,474208,18752,932449,9927.0,9529.0,398.0,81024.0,299636.110249441,442158.6586670496
NJ-502,Burlington County CoC,604.0,560.0,44.0,301.0,300.0,258.0,64.0,316.0,1.0,237722,228177,9545,446229,1663.0,1613.0,50.0,59271.0,123588.32034259294,217776.02990961523
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",938.0,811.0,127.0,597.0,341.0,434.0,154.0,453.0,5.0,530643,501562,29081,1042006,21176.0,20012.0,1164.0,50275.005980771704,92247.70768489953,179989.2374521042
NJ-504,Newark/Essex County CoC,2048.0,1620.0,428.0,1224.0,816.0,421.0,365.0,1564.0,5.0,381045,359991,21054,797222,34300.0,31213.0,3087.0,62659.0,180961.96727455241,349380.72036890883
NJ-506,"Jersey City, Bayonne/Hudson County CoC",822.0,638.0,184.0,567.0,254.0,398.0,310.0,396.0,8.0,373519,357634,15885,672858,24238.0,22541.0,1697.0,60558.0,208971.3906805996,365859.23834663
NJ-507,New Brunswick/Middlesex County CoC,546.0,421.0,125.0,320.0,224.0,275.0,181.0,248.0,9.0,452408,434331,18077,826972,9690.0,9108.0,582.0,57889.0,188369.60940703764,301453.5260850973
NJ-508,Monmouth County CoC,299.0,255.0,44.0,164.0,134.0,135.0,55.0,123.0,4.0,336172,322602,13570,622122,10585.0,9738.0,847.0,75876.0,237424.00207328013,388867.51844213187
NJ-509,Morris County CoC,378.0,351.0,27.0,227.0,151.0,211.0,58.0,127.0,6.0,264364,254986,9378,493994,3710.0,3598.0,112.0,93544.0,263419.9574043201,413496.7339171762
NJ-510,Lakewood Township/Ocean County CoC,224.0,181.0,43.0,112.0,110.0,125.0,48.0,81.0,1.0,277823,264758,13065,595564,5112.0,5316.0,-204.0,50356.0,162910.1963963406,274054.9698069116
NJ-511,Paterson/Passaic County CoC,449.0,360.0,89.0,226.0,223.0,181.0,145.0,257.0,6.0,250172,236165,14007,504403,11710.0,10890.0,820.0,47191.0,192754.96024202232,298289.3828997346
NJ-512,Salem County CoC,16.0,13.0,3.0,8.0,8.0,7.0,5.0,9.0,0.0,30191,28370,1821,62944,1516.0,1455.0,61.0,45923.0,54008.14555602614,138236.00720470987
NJ-513,Somerset County CoC,244.0,239.0,5.0,148.0,94.0,131.0,36.0,106.0,0.0,176740,170185,6555,330650,2183.0,2095.0,88.0,99210.0,233920.22556529657,390335.02333170036
NJ-514,Trenton/Mercer County CoC,478.0,394.0,84.0,323.0,155.0,167.0,59.0,298.0,1.0,204042,195887,8155,368489,7916.0,7282.0,634.0,65247.0,91999.02496866067,226976.4907829304
NJ-515,Elizabeth/Union County CoC,480.0,425.0,55.0,250.0,230.0,195.0,138.0,274.0,4.0,285104,271857,13247,554695,9577.0,8906.0,671.0,64342.0,188900.58449654185,326770.2180328531
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",286.0,244.0,42.0,166.0,119.0,211.0,34.0,68.0,3.0,199364,191447,7917,372104,3729.0,3487.0,242.0,66101.52040558553,158460.42650688253,271052.19882939983
NM-500,Albuquerque CoC,1318.0,934.0,384.0,890.0,412.0,839.0,533.0,106.0,5.0,332042,314092,17950,678280,9418.0,8852.0,566.0,41921.0,128963.11927307902,187323.84978577626
NM-501,New Mexico Balance of State CoC,1164.0,752.0,412.0,655.0,485.0,674.0,503.0,36.0,5.0,473936,443867,30069,1081632,12698.0,10270.0,2428.0,39912.582260879855,83189.20342339658,163988.17640150653
NV-500,Las Vegas/Clark County CoC,6490.0,2137.0,4353.0,4619.0,1849.0,3555.0,844.0,2175.0,174.0,1060593,1005370,55223,2183273,16149.0,15987.0,162.0,45444.0,153677.16605787879,242902.94607479186
NV-501,"Reno, Sparks/Washoe County CoC",1106.0,1026.0,80.0,760.0,344.0,838.0,190.0,146.0,6.0,236461,226656,9805,456864,4894.0,4306.0,588.0,56441.0,217404.484392653,327882.09960598085
NV-502,Nevada Balance of State CoC,237.0,92.0,145.0,157.0,80.0,217.0,29.0,5.0,2.0,120554,114651,5903,274459,1115.0,941.0,174.0,46573.38239591342,126088.7782200535,219557.16136824174
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",817.0,752.0,65.0,503.0,312.0,316.0,136.0,463.0,2.0,368701,350616,18085,743528,18449.0,17526.0,923.0,50926.0,95343.23651742126,153945.62763626504
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",226.0,189.0,37.0,131.0,95.0,186.0,21.0,25.0,1.0,139412,131588,7824,309286,5115.0,4823.0,292.0,41653.48725451524,50716.31548190874,98358.78802009554
NY-503,Albany City & County CoC,802.0,777.0,25.0,527.0,274.0,310.0,96.0,431.0,7.0,161093,154316,6777,307919,8319.0,7320.0,999.0,58814.0,145161.769587583,217370.15121817557
NY-504,Cattaraugus County CoC,34.0,34.0,0.0,17.0,17.0,27.0,2.0,2.0,0.0,34913,32764,2149,77199,1079.0,981.0,98.0,38818.0,33454.33440287802,74630.63409670869
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",798.0,770.0,28.0,497.0,295.0,418.0,90.0,312.0,4.0,314008,298341,15667,657782,15280.0,14158.0,1122.0,47439.60409071699,73606.0494366992,126655.19935273864
NY-507,Schenectady City & County CoC,274.0,251.0,23.0,162.0,112.0,110.0,37.0,147.0,0.0,77313,73869,3444,154716,4027.0,3785.0,242.0,48523.0,103839.38324348904,167340.0616009943
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",925.0,907.0,18.0,548.0,375.0,381.0,117.0,469.0,2.0,619877,586911,32966,1269228,31294.0,28756.0,2538.0,47260.69084908306,84303.9446348302,145933.8088375347
NY-510,Ithaca/Tompkins County CoC,73.0,53.0,20.0,37.0,36.0,51.0,8.0,17.0,0.0,50839,48645,2194,102731,2583.0,2453.0,130.0,43311.0,131050.49513640082,209096.0911568184
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",308.0,246.0,62.0,209.0,98.0,242.0,14.0,61.0,0.0,203246,192262,10984,442606,5907.0,5106.0,801.0,41632.578008431876,58969.369261614185,108028.8284218477
NY-512,Troy/Rensselaer County CoC,194.0,175.0,19.0,71.0,123.0,95.0,36.0,72.0,0.0,82480,78844,3636,159214,3537.0,3112.0,425.0,47497.0,113403.69895356358,177502.4230239468
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",337.0,326.0,11.0,193.0,141.0,252.0,36.0,68.0,0.0,128531,122591,5940,259395,3901.0,3598.0,303.0,46430.178908614274,79223.26781910975,140069.17831208496
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",83.0,80.0,3.0,30.0,53.0,75.0,31.0,4.0,2.0,56459,53096,3363,128424,2645.0,2406.0,239.0,39533.0,40928.68550216863,83775.17972110283
NY-516,Clinton County CoC,126.0,125.0,1.0,80.0,46.0,111.0,3.0,15.0,0.0,36810,34880,1930,80595,1659.0,1559.0,100.0,42952.0,69464.03502924785,130441.12001257346
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",162.0,146.0,16.0,78.0,83.0,105.0,15.0,45.0,3.0,165185,156606,8579,363166,8241.0,7411.0,830.0,42362.07465456568,61267.10524859443,113295.66706365843
NY-519,"Columbia, Greene Counties CoC",144.0,141.0,3.0,76.0,67.0,94.0,15.0,22.0,2.0,52572,50300,2272,107715,1422.0,1266.0,156.0,50843.95554936639,119414.3125450375,197520.11542027653
NY-520,"Franklin, Essex Counties CoC",28.0,27.0,1.0,21.0,7.0,16.0,1.0,12.0,0.0,37591,35432,2159,87999,1842.0,1694.0,148.0,40133.612722871854,49271.60755067384,110139.30442580224
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",169.0,134.0,35.0,119.0,49.0,158.0,22.0,10.0,0.0,57632,53893,3739,140094,3116.0,2892.0,224.0,45026.722129427384,64264.440587946534,127553.40963115712
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",247.0,239.0,8.0,155.0,91.0,211.0,4.0,29.0,0.0,183917,175966,7951,359797,4228.0,3821.0,407.0,58266.095578895874,144662.20546270214,225258.0380212665
NY-600,New York City CoC,76501.0,72565.0,3936.0,39444.0,36753.0,14043.0,27230.0,55248.0,1000.0,4298925,4105067,193858,8437695,400416.0,373508.0,26908.0,71485.00186697907,213619.75293768576,458594.7199528141
NY-601,Poughkeepsie/Dutchess County CoC,388.0,379.0,9.0,199.0,189.0,173.0,77.0,173.0,1.0,145985,139767,6218,293512,4581.0,3985.0,596.0,54183.0,176460.5899488067,261190.22592727622
NY-602,"Newburgh, Middletown/Orange County CoC",350.0,320.0,30.0,190.0,160.0,148.0,101.0,162.0,1.0,184071,175754,8317,379896,5452.0,4852.0,600.0,50074.0,138812.02105023744,229971.30195746865
NY-603,"Nassau, Suffolk Counties CoC",3937.0,3873.0,64.0,1984.0,1950.0,1402.0,741.0,2196.0,23.0,1510557,1446199,64358,2841122,24974.0,22713.0,2261.0,75711.09411633854,296501.4560186687,432764.9366143122
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",1832.0,1785.0,47.0,968.0,859.0,497.0,423.0,1269.0,4.0,489676,467736,21940,970033,24966.0,21970.0,2996.0,102861.0,331747.6450834764,558418.8864730998
NY-606,Rockland County CoC,170.0,112.0,58.0,86.0,84.0,108.0,59.0,52.0,2.0,156380,149629,6751,324600,6227.0,5542.0,685.0,58153.0,267144.04677818896,406772.5605042703
NY-607,Sullivan County CoC,167.0,165.0,2.0,97.0,70.0,115.0,21.0,28.0,2.0,34938,33233,1705,75000,2063.0,1856.0,207.0,44399.0,64612.977550046715,124817.92469228012
NY-608,Kingston/Ulster County CoC,411.0,377.0,34.0,221.0,189.0,250.0,72.0,131.0,0.0,89679,85621,4058,178650,3526.0,3102.0,424.0,48502.0,130988.85259557946,208730.3650589756
OH-500,Cincinnati/Hamilton County CoC,1162.0,1088.0,74.0,788.0,374.0,434.0,22.0,685.0,1.0,412841,394770,18071,814693,25986.0,24166.0,1820.0,57145.0,67885.05781381535,141850.88930481471
OH-501,Toledo/Lucas County CoC,499.0,483.0,16.0,268.0,227.0,179.0,35.0,264.0,0.0,211558,199138,12420,431312,12106.0,11258.0,848.0,44146.0,27749.827474401503,87794.34097465833
OH-502,Cleveland/Cuyahoga County CoC,1727.0,1630.0,97.0,1198.0,523.0,498.0,69.0,1199.0,4.0,623383,587517,35866,1247808,38851.0,36908.0,1943.0,52583.0,47982.49389568906,113329.56479230469
OH-503,Columbus/Franklin County CoC,1691.0,1351.0,340.0,1043.0,637.0,504.0,55.0,1039.0,6.0,686535,658718,27817,1296374,24729.0,23245.0,1484.0,48820.0,72729.6756848976,158613.06520475063
